Incident_Nr,TimeReported,Activity,Disposition,Location
1.9E+11,12/12/19 12:43,Accident - Hit and Run,Blue Form Issue,4015 S IH 35
1.9E+11,12/12/19 13:12,Traffic Incident General,Blue Form Issue,803 S Guadalupe St
1.9E+11,12/12/19 13:50,911 Abon/Misdial/Open,TDD Challenged,AXL05065 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/12/19 14:02,Trespassing/Unwanted,Warning,905 Hwy 80
1.9E+11,12/12/19 14:31,Investigation,Citation Issued,1322 Belvin St
1.9E+11,12/12/19 14:34,Accident - Hit and Run,Blue Form Issue,Chisos St/W Access Rd
1.9E+11,12/12/19 14:58,Accident - Minor,Report,N LBJ Dr/E San Antonio St
1.9E+11,12/12/19 15:21,Traffic Incident General,Blue Form Issue,N Guadalupe St/University Dr
1.9E+11,12/12/19 15:54,Accident - Minor,Report,602 N IH 35
1.9E+11,12/12/19 16:08,Accident - Minor,Blue Form Issue,1660 S IH 35
1.9E+11,12/12/19 16:20,Assault,Report,428 N Comanche St
1.9E+11,12/12/19 16:32,Suspicious Person,Warning,115 Wonder World Dr
1.9E+11,12/12/19 16:34,Trespassing/Unwanted,Warning,339 N Guadalupe St
1.9E+11,12/12/19 16:38,911 Abon/Misdial/Open,Ref oth Agncy,2805 Cherry Blossom Ct
1.9E+11,12/12/19 16:59,911 Abon/Misdial/Open,Blue Form Issue,AXL04103 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/12/19 19:03,911 Abon/Misdial/Open,Ref oth Agncy,4023 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/12/19 19:33,Welfare Concern,Report,1437 Post Rd
1.9E+11,12/12/19 19:56,911 Abon/Misdial/Open,TDD Challenged,AXL04023 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/12/19 20:35,Trespassing/Unwanted,Arrest,300blk S Stagecoach Trl
1.9E+11,12/12/19 22:38,Investigation,Citation Issued,119 E Hopkins St
1.9E+11,12/12/19 22:53,Accident - Unknown,Arrest,900 Peques St
1.9E+11,12/12/19 23:27,Accident - Minor,Blue Form Issue,700blk Aquarena Springs Dr
1.9E+11,12/13/19 0:04,Attempt to Locate,Verbal Warning,N LBJ Dr/E Hutchison St
1.9E+11,12/13/19 0:30,Disturbance - Noise,Verbal Warning,607 Conway Dr
1.9E+11,12/13/19 0:32,Domestic Dist General,Report,841 Benning St
1.9E+11,12/13/19 0:42,Trespassing/Unwanted,Arrest,1531 Post Rd
1.9E+11,12/13/19 0:52,Disturbance - Noise,Cond Citation,1111 Avalon Ave
1.9E+11,12/13/19 5:00,Police Incoming Call,Ref oth Agncy,1975 Aquarena Springs Dr
1.9E+11,12/13/19 5:18,Driving Under Influence,Multiple Arrest,199 NB
1.9E+11,12/13/19 5:24,Theft,Report,650 River Rd
1.9E+11,12/13/19 5:50,911 Abon/Misdial/Open,TDD Challenged,AXL05112 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/13/19 6:26,Theft,Arrest,1015 Hwy 80
1.9E+11,12/13/19 7:54,Accident - Major/Injury,Ref oth Agncy,1500blk N IH 35
1.9E+11,12/13/19 8:02,Accident - Hit and Run,Blue Form Issue,207 SB
1.9E+11,12/13/19 8:43,Accident - Minor,Report,1350 N IH 35
1.9E+11,12/13/19 10:53,Vehicle Theft,Report,1800 Post Rd
1.9E+11,12/13/19 11:38,Suicidal Person,Report,1900 Medical Pkwy
1.9E+11,12/13/19 12:35,Theft,Report,4015 S IH 35
1.9E+11,12/13/19 12:45,911 Abon/Misdial/Open,TDD Challenged,AXL04023 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/13/19 13:49,Theft,Report,3939 S IH 35
1.9E+11,12/13/19 13:54,Accident - Minor,Blue Form Issue,McKinley Place Dr/E Access Rd
1.9E+11,12/13/19 14:31,Accident - Minor,Blue Form Issue,205 NB
1.9E+11,12/13/19 14:49,Mental Health Invest,Report,817 Chestnut St
1.9E+11,12/13/19 15:25,Accident - Minor,Blue Form Issue,204 SB
1.9E+11,12/13/19 15:52,Property - Lost/Found/Imp,Refer To COPR,400 Linda Dr
1.9E+11,12/13/19 16:16,Assault,Report,1301 Wonder World Dr
1.9E+11,12/13/19 16:44,Trespassing/Unwanted,Arrest,518 S Guadalupe St
1.9E+11,12/13/19 17:18,911 Abon/Misdial/Open,TDD Challenged,137353 NW SECTOR - VERIZON WIRELESSON WI
1.9E+11,12/13/19 18:08,Accident - Minor,Blue Form Issue,1600blk Aquarena Springs Dr
1.9E+11,12/13/19 18:39,Accident - Minor,Report,196 Sb35 Ih
1.9E+11,12/13/19 18:49,Theft,Refer To COPR,4015 S IH 35
1.9E+11,12/13/19 19:11,Assault,Report,1321 N IH 35
1.9E+11,12/13/19 19:53,Police Incoming Call,Ref oth Agncy,201 SB
1.9E+11,12/13/19 20:19,Assist EMS,Report,1701 River Rd
1.9E+11,12/13/19 20:31,Assault - Aggravated,Report,1101 Leah Ave
1.9E+11,12/13/19 20:55,Barking Dog,Verbal Warning,1350 N LBJ Dr
1.9E+11,12/13/19 22:13,Police Incoming Call,Ref oth Agncy,200 Robbie Ln
1.9E+11,12/13/19 22:13,Disturbance - Phys/Fight,Arrest,1201 Thorpe Ln
1.9E+11,12/13/19 22:28,911 Abon/Misdial/Open,TDD Challenged,684DAS SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/14/19 0:13,Trespassing/Unwanted,Arrest,1354 Thorpe Ln
1.9E+11,12/14/19 0:19,Disturbance - Noise,Verbal Warning,1540 Belvin St
1.9E+11,12/14/19 2:10,Welfare Concern,Report,2108 Hunter Rd
1.9E+11,12/14/19 2:12,Investigation,Arrest,111 E San Antonio St
1.9E+11,12/14/19 2:23,Suspicious Circumstances,Arrest,650 River Rd
1.9E+11,12/14/19 2:32,Disturbance - Phys/Fight,Arrest,339 N Guadalupe St
1.9E+11,12/14/19 2:36,Disturbance - Phys/Fight,Report,E Hopkins St/N Guadalupe St
1.9E+11,12/14/19 2:57,Disturbance - Noise,Verbal Warning,1980 Aquarena Springs Dr
1.9E+11,12/14/19 3:38,Disturbance - Phys/Fight,Arrest,1975 Aquarena Springs Dr
1.9E+11,12/14/19 6:01,Attempt to Locate,Arrest,207 SB
1.9E+11,12/14/19 8:13,Public Assist,Ref oth Agncy,2300 S IH 35
1.9E+11,12/14/19 8:57,Accident - Minor,Blue Form Issue,201 NB IH 35
1.9E+11,12/14/19 9:24,Attempt to Locate,Ref oth Agncy,206 NB
1.9E+11,12/14/19 10:29,Accident - Minor,Blue Form Issue,1805 N IH 35
1.9E+11,12/14/19 11:21,Accident - Minor,Blue Form Issue,1105 N IH 35
1.9E+11,12/14/19 12:05,Information,Ref oth Agncy,2300 S IH 35
1.9E+11,12/14/19 12:13,Accident - Minor,Blue Form Issue,705 Aquarena Springs Dr
1.9E+11,12/14/19 12:15,Trespassing/Unwanted,Report,200 Springtown Way
1.9E+11,12/14/19 13:12,Accident - Minor,Blue Form Issue,W Hopkins St/N Bishop St
1.9E+11,12/14/19 13:34,Accident - Minor,Blue Form Issue,204 NB
1.9E+11,12/14/19 13:59,Accident - Hit and Run,Blue Form Issue,214 Goldenrod
1.9E+11,12/14/19 14:13,Theft,Multiple Arrest,3939 S IH 35
1.9E+11,12/14/19 14:21,Police Incoming Call,Ref oth Agncy,1401 Yarrington Rd
1.9E+11,12/14/19 14:47,Criminal Mischief,Refer To COPR,2014 Ridge View Dr
1.9E+11,12/14/19 16:35,Accident - Minor,Blue Form Issue,209 N IH 35
1.9E+11,12/14/19 17:00,Welfare Concern,Arrest,1015 Hwy 80
1.9E+11,12/14/19 17:23,Assist Outside Agency,Report,Hwy 123/Rattler Rd
1.9E+11,12/14/19 17:51,911 Abon/Misdial/Open,TDD Challenged,5065 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/14/19 18:31,Accident - Minor,Report,1360 Thorpe Ln
1.9E+11,12/14/19 18:34,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/14/19 20:03,Accident - Minor,Blue Form Issue,Aquarena Springs Dr/Mill St
1.9E+11,12/14/19 21:04,Disturbance - Phys/Fight,Report,520 Linda Dr
1.9E+11,12/14/19 21:13,911 Abon/Misdial/Open,Blue Form Issue,E Hutchison St/N Edward Gary St
1.9E+11,12/14/19 22:52,911 Abon/Misdial/Open,TDD Challenged,AXL06091 NW SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/14/19 23:22,Pedestrian Stop,Arrest,201 Short St
1.9E+11,12/15/19 0:03,Attempt to Locate,Arrest,Wonder World Dr/Stagecoach Trl
1.9E+11,12/15/19 0:06,Police Incoming Call,Ref oth Agncy,5101 Hwy 21
1.9E+11,12/15/19 0:13,Burglary - Vehicle,Report,1560 S IH 35
1.9E+11,12/15/19 0:22,Disturbance - Noise,Verbal Warning,650 River Rd
1.9E+11,12/15/19 0:27,Burglary - Vehicle,Report,1705 N IH 35
1.9E+11,12/15/19 0:50,Welfare Concern,Arrest,1437 N IH 35
1.9E+11,12/15/19 1:28,Suicidal Person,Report,322 Laredo St
1.9E+11,12/15/19 2:08,Public Intoxication,Verbal Warning,205 W Hopkins St
1.9E+11,12/15/19 2:28,Disturbance - Noise,Cond Citation,401 N Fredericksburg St
1.9E+11,12/15/19 2:43,Accident - Hit and Run,Blue Form Issue,2201 S IH 35
1.9E+11,12/15/19 2:45,Theft,Arrest,400blk E Hopkins St
1.9E+11,12/15/19 3:55,Wanted Person,Arrest,1307 Uhland Rd
1.9E+11,12/15/19 6:16,Suspicious Person,Arrest,1629 Post Rd
1.9E+11,12/15/19 8:05,911 Abon/Misdial/Open,TDD Challenged,5198 SW SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/15/19 10:08,Animal Call,Ref oth Agncy,1518 Old Ranch Road 12
1.9E+11,12/15/19 10:31,Theft,Report,112 West Ave
1.9E+11,12/15/19 10:46,Attempt to Locate,Citation Issued,210 SB
1.9E+11,12/15/19 12:58,Welfare Concern,Report,Posey Rd/E Access Rd
1.9E+11,12/15/19 13:10,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/15/19 14:38,Accident - Minor,Blue Form Issue,207 SB
1.9E+11,12/15/19 15:18,Accident - Major/Injury,Report,EXIT 199 SB
1.9E+11,12/15/19 15:48,Accident - Minor,Blue Form Issue,3939 S IH 35
1.9E+11,12/15/19 16:32,Accident - Unknown,Report,205 SB
1.9E+11,12/15/19 17:20,Accident - Minor,Report,206 SB
1.9E+11,12/15/19 18:17,Accident - Minor,Blue Form Issue,1200 Hwy 80
1.9E+11,12/15/19 19:49,911 Abon/Misdial/Open,Ref oth Agncy,900 Bugg Ln
1.9E+11,12/15/19 20:14,Wanted Person,Arrest,345 Champions Blvd
1.9E+11,12/15/19 20:43,Sexual Assault - Child,Report,120 Bert Brown Rd
1.9E+11,12/15/19 21:26,Suspicious Circumstances,Verbal Warning,243 Wonder World Dr
1.9E+11,12/15/19 22:17,Disturbance - Verbal,Arrest,1635 Aquarena Springs Dr
1.9E+11,12/15/19 22:55,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.9E+11,12/16/19 6:41,Theft,Report,Finn Trl/Rattler Rd
1.9E+11,12/16/19 7:32,Accident - Minor,Report,701 E Hopkins St
1.9E+11,12/16/19 8:04,Runaway,Report,2300 S IH 35
1.9E+11,12/16/19 8:37,Curfew Violation,Citation Issued,121 E DeZavala Dr
1.9E+11,12/16/19 8:51,911 Abon/Misdial/Open,TDD Challenged,211 W GROVE ST - SECTOR NN
1.9E+11,12/16/19 9:52,Harassment,Report,2300 S IH 35
1.9E+11,12/16/19 9:54,Investigation,Detention Juv,121 E DeZavala Dr
1.9E+11,12/16/19 10:28,Criminal Mischief,Report,1108 N IH 35
1.9E+11,12/16/19 10:56,Accident - Major/Injury,Report,200 SB
1.9E+11,12/16/19 11:39,Accident - Hit and Run,Blue Form Issue,2300 S IH 35
1.9E+11,12/16/19 11:59,Investigation,Report,121 E DeZavala Dr
1.9E+11,12/16/19 12:09,Accident - Minor,Report,Centerpoint Rd/W Access Rd
1.9E+11,12/16/19 13:14,Accident - Minor,Report,410 Harvey St
1.9E+11,12/16/19 13:27,Accident - Minor,Report,Wonder World Dr/E Access Rd
1.9E+11,12/16/19 13:30,Criminal Mischief,Refer To COPR,1805 Aquarena Springs Dr
1.9E+11,12/16/19 13:35,Accident - Minor,Report,3936 S IH 35
1.9E+11,12/16/19 13:42,Disturbance - Phys/Fight,Multiple Arrest,1901 N IH 35
1.9E+11,12/16/19 13:53,Accident - Minor,Report,1103 Hwy 80
1.9E+11,12/16/19 15:06,Accident - Minor,Report,198 W Access Rd
1.9E+11,12/16/19 15:19,Theft,Report,913 Hwy 80
1.9E+11,12/16/19 17:01,Burglary - Habitation,Report,201 Telluride St
1.9E+11,12/16/19 17:08,Accident - Hit and Run,Blue Form Issue,1101 E River Ridge Pkwy
1.9E+11,12/16/19 17:23,Theft,Report,200 Springtown Way
1.9E+11,12/16/19 18:53,Accident - Minor,Report,S LBJ Dr/MLK Dr
1.9E+11,12/16/19 19:45,Assault,Report,1009 Sagewood Trl
1.9E+11,12/16/19 20:50,Domestic Dist General,Report,2300 S IH 35
1.9E+11,12/16/19 22:32,Attempt to Locate,Ref oth Agncy,205 NB
1.9E+11,12/17/19 0:03,Harassment,Refer To COPR,503 Springtown Way
1.9E+11,12/17/19 1:10,Assault - Aggravated,Arrest,139 E Hopkins St
1.9E+11,12/17/19 4:26,Accident - Unknown,Arrest,100blk Wonder World Dr
1.9E+11,12/17/19 7:34,911 Abon/Misdial/Open,TDD Challenged,137253 S SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,12/17/19 7:57,911 Abon/Misdial/Open,TDD Challenged,100 CHICO ST  - SW
1.9E+11,12/17/19 8:26,911 Abon/Misdial/Open,TDD Challenged,137253 S SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,12/17/19 9:50,911 Abon/Misdial/Open,TDD Challenged,228 W SESSOM DR - NE
1.9E+11,12/17/19 11:04,Accident - Minor,Blue Form Issue,4015 S IH 35
1.9E+11,12/17/19 11:09,Accident - Minor,Report,1000blk E River Ridge Pkwy
1.9E+11,12/17/19 11:18,Accident - Hit and Run,Report,1300 Hwy 123
1.9E+11,12/17/19 11:27,Fraud,Report,1001 Hwy 80
1.9E+11,12/17/19 11:41,Accident - Minor,Blue Form Issue,900 Barnes Dr
1.9E+11,12/17/19 12:14,Accident - Minor,Report,530 W Hopkins St
1.9E+11,12/17/19 12:39,911 Abon/Misdial/Open,TDD Challenged,AXL00752 SW SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/17/19 14:29,Assault,Report,120 Bert Brown Rd
1.9E+11,12/17/19 15:07,Public Assist,Report,308 Magnolia Dr
1.9E+11,12/17/19 15:42,Viol City Ordinance,Warning,E Access Rd/Hwy 80
1.9E+11,12/17/19 16:37,Accident - Minor,Blue Form Issue,4015 S IH 35
1.9E+11,12/17/19 16:45,Fraud,Report,130 E Sierra Cir
1.9E+11,12/17/19 18:11,Threat,Report,2300 S IH 35
1.9E+11,12/17/19 18:41,Accident - Minor,Blue Form Issue,W Hopkins St/W San Antonio St
1.9E+11,12/17/19 21:25,Disturbance - Noise,Verbal Warning,345 Champions Blvd
1.9E+11,12/17/19 21:28,Fraud,Report,550 Barnes Dr
1.9E+11,12/17/19 22:08,Theft,Report,550 Barnes Dr
1.9E+11,12/18/19 0:21,Pedestrian Stop,Arrest,202 N LBJ Dr
1.9E+11,12/18/19 0:52,Trespassing/Unwanted,Warning,217 W MLK Dr
1.9E+11,12/18/19 1:35,Suspicious Vehicle,Citation Issued,1703 N IH 35
1.9E+11,12/18/19 1:55,Disturbance - Phys/Fight,Report,202 N LBJ Dr
1.9E+11,12/18/19 2:52,Investigation,Report,1975 Aquarena Springs Dr
1.9E+11,12/18/19 8:05,Disorderly Conduct,Citation Issued,121 E De Zavala Dr
1.9E+11,12/18/19 8:49,Accident - Hit and Run,Blue Form Issue,1941 S IH 35
1.9E+11,12/18/19 9:20,911 Abon/Misdial/Open,TDD Challenged,#NAME?
1.9E+11,12/18/19 10:02,Burglary - Vehicle,Refer To COPR,1354 Thorpe Ln
1.9E+11,12/18/19 10:03,Threat,Warning,3928 S IH 35
1.9E+11,12/18/19 11:00,Accident - Minor,Blue Form Issue,901 Hwy 80
1.9E+11,12/18/19 11:18,Assist Fire Department,Detention Juv,301 Foxtail Run
1.9E+11,12/18/19 11:25,Trespassing/Unwanted,Warning,1441 Leah Ave
1.9E+11,12/18/19 11:41,Suicidal Person,Report,1200 N Bishop St
1.9E+11,12/18/19 11:54,Property - Lost/Found/Imp,Report,2300 S IH 35
1.9E+11,12/18/19 13:15,Accident - Minor,Blue Form Issue,202 University Dr
1.9E+11,12/18/19 13:26,Accident - Hit and Run,Report,209 NB
1.9E+11,12/18/19 14:50,Accident - Minor,Blue Form Issue,200blk N C M Allen Pkwy
1.9E+11,12/18/19 15:49,Accident - Minor,Blue Form Issue,199 SB
1.9E+11,12/18/19 16:08,Accident - Minor,Report,S LBJ Dr/MLK Dr
1.9E+11,12/18/19 16:28,Welfare Concern,Report,1200blk Hwy 123
1.9E+11,12/18/19 17:32,Theft,Citation Issued,1015 Hwy 80
1.9E+11,12/18/19 17:44,Suspicious Circumstances,Report,1701 Mill St
1.9E+11,12/18/19 17:47,Assist Outside Agency,Arrest,1404 Clarewood Dr
1.9E+11,12/18/19 18:03,Accident - Minor,Report,1012 Hwy 123
1.9E+11,12/18/19 19:25,Disturbance - Verbal,Arrest,204 Moore St
1.9E+11,12/18/19 19:36,Criminal Mischief,Report,525 Lockwood Dr
1.9E+11,12/18/19 19:59,Burglary - Habitation,Report,616 McKie St
1.9E+11,12/18/19 21:27,Attempt to Locate,Arrest,1911 Old Ranch Road 12
1.9E+11,12/18/19 23:04,Disturbance - Noise,Verbal Warning,1271 Sadler Dr
1.9E+11,12/18/19 23:24,Investigation,Arrest,2300 S IH 35
1.9E+11,12/18/19 23:57,Suspicious Person,Citation Issued,1111 Avalon Ave
1.9E+11,12/19/19 3:57,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/19/19 5:12,Close Patrol,Report,1640 Aquarena Springs Dr
1.9E+11,12/19/19 6:41,Police Incoming Call,Ref oth Agncy,3800blk S IH 35
1.9E+11,12/19/19 9:22,Theft,Refer To COPR,1015 Hwy 80
1.9E+11,12/19/19 10:26,Welfare Concern,Report,518 Franklin Dr
1.9E+11,12/19/19 11:33,Theft,Citation Issued,4015 S IH 35
1.9E+11,12/19/19 14:14,Theft,Refer To COPR,2300 S IH 35
1.9E+11,12/19/19 14:34,Accident - Unknown,Report,N LBJ Dr/Sessom Dr
1.9E+11,12/19/19 14:51,Welfare Concern,Arrest,1011 Wonder World Dr
1.9E+11,12/19/19 15:23,911 Abon/Misdial/Open,TDD Challenged,137253 S SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,12/19/19 15:38,Accident - Minor,Report,1635 Aquarena Springs Dr
1.9E+11,12/19/19 15:48,911 Abon/Misdial/Open,TDD Challenged,2301 Hunter Rd
1.9E+11,12/19/19 16:08,911 Abon/Misdial/Open,TDD Challenged,4015 S IH 35
1.9E+11,12/19/19 17:11,Fraud,Report,2300 S IH 35
1.9E+11,12/19/19 17:52,Accident - Hit and Run,Report,1504 Aquarena Springs Dr
1.9E+11,12/19/19 18:02,Accident - Minor,Report,E Access Rd/Hwy 80
1.9E+11,12/19/19 18:24,Accident - Minor,Blue Form Issue,1200 Hwy 80
1.9E+11,12/19/19 18:57,Suspicious Circumstances,Report,2300 S IH 35
1.9E+11,12/19/19 19:12,Runaway,Report,2300 S IH 35
1.9E+11,12/19/19 19:38,Disturbance - Noise,Verbal Warning,300 S Stagecoach Trl
1.9E+11,12/19/19 19:51,Theft,Report,4015 S IH 35
1.9E+11,12/19/19 23:10,Burglary - Habitation,Report,613 W San Antonio St
1.9E+11,12/20/19 1:38,Investigation,Arrest,1701 N IH 35
1.9E+11,12/20/19 2:36,Disturbance - Verbal,Arrest,336 W Hopkins St
1.9E+11,12/20/19 3:55,Theft,Report,1300blk Conway Dr
1.9E+11,12/20/19 4:24,Theft,Report,650   River Rd
1.9E+11,12/20/19 5:16,Criminal Mischief,Report,1354 Thorpe Ln
1.9E+11,12/20/19 5:19,911 Abon/Misdial/Open,TDD Challenged,AXL06065 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/20/19 5:33,Theft,Report,1400 Clarewood Dr
1.9E+11,12/20/19 5:52,Fraud,Ref oth Agncy,2300 S IH 35
1.9E+11,12/20/19 7:32,Criminal Mischief,Report,308 N LBJ Dr
1.9E+11,12/20/19 8:34,Unexploded Ordinance,Report,202 E San Antonio St
1.9E+11,12/20/19 8:50,Suicidal Person,Report,1900 Aquarena Springs Dr
1.9E+11,12/20/19 9:19,Credit/Debit Abuse,Ref oth Agncy,301 N Guadalupe St
1.9E+11,12/20/19 9:26,911 Abon/Misdial/Open,TDD Challenged,137250 SE SECTOR - VERIZON WIRELESSON WI
1.9E+11,12/20/19 10:36,Accident - Unknown,Report,1200blk Hwy 80
1.9E+11,12/20/19 12:14,Attempt to Locate,Verbal Warning,208 SB
1.9E+11,12/20/19 12:20,Accident - Hit and Run,Report,Wonder World Dr/Hunter Rd
1.9E+11,12/20/19 12:59,Accident - Minor,Report,Craddock Ave/W Wonder World Dr
1.9E+11,12/20/19 13:41,Accident - Unknown,Blue Form Issue,200 SB
1.9E+11,12/20/19 15:04,Criminal Mischief,Report,1811 Medical Pkwy
1.9E+11,12/20/19 15:49,Accident - Minor,Report,201 NB
1.9E+11,12/20/19 15:59,Accident - Minor,Report,1304 Hwy 123
1.9E+11,12/20/19 16:21,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/20/19 17:17,Accident - Minor,Blue Form Issue,3939 S IH 35
1.9E+11,12/20/19 17:18,Accident - Minor,Report,W Sessom Dr/Tomas Rivera Dr
1.9E+11,12/20/19 18:14,Suspicious Person,Arrest,Haynes St/Rio Vista St
1.9E+11,12/20/19 18:33,Accident - Minor,Blue Form Issue,933 Hwy 80
1.9E+11,12/20/19 18:44,Accident - Minor,Blue Form Issue,3939 S IH 35
1.9E+11,12/20/19 18:53,Burglary - Habitation,Report,615 W MLK Dr
1.9E+11,12/20/19 19:09,Accident - Minor,Report,310 N IH 35
1.9E+11,12/20/19 19:29,Attempt to Locate,Ref oth Agncy,204 SB
1.9E+11,12/20/19 19:30,Attempt to Locate,Arrest,210 SB
1.9E+11,12/20/19 19:32,Public Assist,Report,2300 S IH 35
1.9E+11,12/20/19 19:45,Assault,Report,104 N IH 35
1.9E+11,12/20/19 19:49,Accident - Minor,Blue Form Issue,1101 Leah Ave
1.9E+11,12/20/19 21:12,Accident - Hit and Run,Ref oth Agncy,100 CHICO ST  - SE
1.9E+11,12/20/19 22:48,Disturbance - Verbal,Arrest,1400 Clarewood Dr
1.9E+11,12/20/19 23:14,Accident - Hit and Run,Blue Form Issue,1699 N IH 35
1.9E+11,12/20/19 23:23,Sexual Assault,Report,202 E San Antonio St
1.9E+11,12/21/19 1:34,Harassment,Report,503 Springtown Way
1.9E+11,12/21/19 1:38,Accident - Unknown,Arrest,Moore St/Rogers St
1.9E+11,12/21/19 1:40,Accident - Unknown,Multiple Arrest,210 NB
1.9E+11,12/21/19 1:57,Disturbance - Noise,Verbal Warning,650 River Rd
1.9E+11,12/21/19 2:21,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/21/19 3:19,Assault,Multiple Arrest,1640 Aquarena Springs Dr
1.9E+11,12/21/19 3:39,Suspicious Vehicle,Report,E Mccarty Ln/RRTracks
1.9E+11,12/21/19 3:48,Trespassing/Unwanted,Arrest,512 Craddock Ave
1.9E+11,12/21/19 3:58,Assault,Report,1631 Aquarena Springs Dr
1.9E+11,12/21/19 5:31,Accident - Minor,Blue Form Issue,Wonder World Dr/Overpass ( West Side)
1.9E+11,12/21/19 7:29,Theft,Report,339 N Guadalupe St
1.9E+11,12/21/19 9:15,Theft,Report,2300 S IH 35
1.9E+11,12/21/19 10:21,911 Abon/Misdial/Open,TDD Challenged,1300 RIVER RD - SECTOR SWSW
1.9E+11,12/21/19 10:29,911 Abon/Misdial/Open,TDD Challenged,705 River Rd
1.9E+11,12/21/19 10:40,Accident - Unknown,Arrest,1200blk Hwy 123
1.9E+11,12/21/19 10:46,Accident - Hit and Run,Blue Form Issue,3939 S IH 35
1.9E+11,12/21/19 11:45,Fraud,Report,3939 S IH 35
1.9E+11,12/21/19 11:46,Accident - Minor,Blue Form Issue,1204 Thorpe Ln
1.9E+11,12/21/19 12:13,Assault,Ref oth Agncy,336 W Hopkins St
1.9E+11,12/21/19 13:58,Accident - Minor,Report,209 SB
1.9E+11,12/21/19 14:57,Accident - Minor,Blue Form Issue,418 S LBJ Dr
1.9E+11,12/21/19 15:13,Accident - Minor,Blue Form Issue,201 SB
1.9E+11,12/21/19 15:20,Accident - Minor,Report,206 SB
1.9E+11,12/21/19 15:38,Traffic Incident General,Report,500blk Moore St
1.9E+11,12/21/19 15:59,Accident - Minor,Report,500BLK Moore St
1.9E+11,12/21/19 17:00,Burglary - Habitation,Report,1650 River Rd
1.9E+11,12/21/19 17:27,Theft,Refer To COPR,4015 S IH 35
1.9E+11,12/21/19 17:44,Accident - Minor,Blue Form Issue,Aquarena Springs Dr/E Access Rd
1.9E+11,12/21/19 18:01,Accident - Unknown,Report,200 SB
1.9E+11,12/21/19 18:12,Accident - Minor,Arrest,202 E Access Rd
1.9E+11,12/21/19 19:56,Runaway,Report,1415 Craddock Ave
1.9E+11,12/21/19 20:25,Theft,Arrest,3939 S IH 35
1.9E+11,12/21/19 20:37,Accident - Minor,Blue Form Issue,200 SB
1.9E+11,12/21/19 22:35,Accident - Major/Injury,Report,1015 Hwy 80
1.9E+11,12/21/19 22:39,Assault - Aggravated,Arrest,128 Dylan Dr
1.9E+11,12/22/19 0:35,911 Abon/Misdial/Open,TDD Challenged,1305 RIVER - W
1.9E+11,12/22/19 0:39,Welfare Concern,Arrest,Wonder World Dr/Hunter Rd
1.9E+11,12/22/19 2:35,Accident - Hit and Run,Arrest,312 University Dr
1.9E+11,12/22/19 7:54,Assault,Report,1000 N LBJ Dr
1.9E+11,12/22/19 8:13,911 Abon/Misdial/Open,TDD Challenged,137182 E SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,12/22/19 8:42,Animal Call,Ref oth Agncy,1409 Prospect St
1.9E+11,12/22/19 9:40,911 Abon/Misdial/Open,TDD Challenged,AXL04087 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/22/19 10:38,Police Incoming Call,Refer To COPR,2315 S IH 35
1.9E+11,12/22/19 12:11,Accident - Major/Injury,Blue Form Issue,3936 S IH 35
1.9E+11,12/22/19 13:11,Accident - Minor,Blue Form Issue,1103 Hwy 80
1.9E+11,12/22/19 13:11,Police Incoming Call,Ref oth Agncy,
1.9E+11,12/22/19 13:27,Accident - Minor,Arrest,1101 San Marcos Pkwy
1.9E+11,12/22/19 13:38,Burglary - Habitation,Multiple Arrest,1210 Cimarron Ct
1.9E+11,12/22/19 13:46,Accident - Minor,Report,200 NB
1.9E+11,12/22/19 13:59,Accident - Major/Injury,Report,3900blk S IH 35
1.9E+11,12/22/19 14:07,911 Abon/Misdial/Open,TDD Challenged,AXL04023 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/22/19 14:32,Accident - Minor,Blue Form Issue,202 NB
1.9E+11,12/22/19 14:54,Accident - Minor,Report,206 SB
1.9E+11,12/22/19 15:25,Accident - Major/Injury,Report,200 NB
