Incident_Nr,TimeReported,Activity,Disposition,Location
1.8E+11,12/20/18 10:24,Trespassing/Unwanted,Arrest,129 E Hopkins St
1.8E+11,12/20/18 10:42,Suspicious Circumstances,Citation Issued,1114 Advance St
1.8E+11,12/20/18 11:10,Assault,Detention Juv,1301 Hwy 123
1.8E+11,12/20/18 13:58,Accident - Major/Injury,Report,Hwy 123/Old Bastrop Hwy
1.8E+11,12/20/18 14:24,Accident - Minor,Blue Form Issue,4015 S IH 35
1.8E+11,12/20/18 15:20,Disturbance - Phys/Fight,Arrest,609 Bracewood Cir
1.8E+11,12/20/18 19:49,Discharged Firearm,Arrest,Laredo St/Monterrey St
1.8E+11,12/20/18 20:00,Assist Fire Department,Fire Call,343 N LBJ Dr
1.8E+11,12/20/18 20:16,Disturbance - Verbal,Arrest,222 Ramsay St
1.8E+11,12/20/18 20:59,Burglary - Habitation,Arrest,1650 River Rd
1.8E+11,12/20/18 21:07,Accident - Minor,Citation Issued,641 E Hopkins St
1.8E+11,12/21/18 3:01,Disturbance - Verbal,Arrest,345 Champions Blvd
1.8E+11,12/21/18 3:40,Disturbance - Phys/Fight,Arrest,109 West Ave
1.8E+11,12/21/18 8:13,Criminal Mischief,Refer To COPR,300 N LBJ Dr
1.8E+11,12/21/18 9:03,Public Intoxication,Arrest,350 North St
1.8E+11,12/21/18 10:33,Fraud,Report,2300 S IH 35
1.8E+11,12/21/18 12:02,Accident - Hit and Run,Blue Form Issue,1807 Airport Dr
1.8E+11,12/21/18 12:25,Accident - Major/Injury,Report,200 W Access Rd
1.8E+11,12/21/18 14:31,Falls,No Patient Tran,101 Meadowridge Cv
1.8E+11,12/21/18 14:55,Criminal Mischief,Refer To COPR,2003 Castle Bluff Dr
1.8E+11,12/21/18 15:31,Burglary - Vehicle,Report,1350 Leah Ave
1.8E+11,12/21/18 16:12,Animal Call,Ref oth Agncy,Hwy 123/Wonder World Dr
1.8E+11,12/21/18 16:12,Unconscious/Fainting,No Patient Tran,3939 S IH 35
1.8E+11,12/21/18 16:37,Welfare Concern,Arrest,1360 Thorpe Ln
1.8E+11,12/21/18 17:00,Welfare Concern,Verbal Warning,800 Barnes Dr
1.8E+11,12/21/18 17:00,Accident - Minor,Blue Form Issue,2201 S IH 35
1.8E+11,12/21/18 18:05,Sexual Assault,Report,1301 Wonder World Dr
1.8E+11,12/21/18 18:35,Accident - Minor,Blue Form Issue,209 N IH 35
1.8E+11,12/21/18 20:06,Theft,Arrest,1015 Hwy 80
1.8E+11,12/21/18 20:34,Theft,Report,3939 S IH 35
1.8E+11,12/21/18 21:15,Theft,Report,3939 S IH 35
1.8E+11,12/21/18 23:20,Disturbance - Phys/Fight,Arrest,1301 Wonder World Dr
1.8E+11,12/22/18 1:01,Accident - Major/Injury,Report,Cheatham St/S Guadalupe St
1.8E+11,12/22/18 1:11,Welfare Concern,Arrest,1303 S IH 35
1.8E+11,12/22/18 1:41,Pedestrian Stop,Verbal Warning,100 N Guadalupe St
1.8E+11,12/22/18 2:06,Foot Patrol,Verbal Warning,W San Antonio St/Guadalupe St
1.8E+11,12/22/18 2:16,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/22/18 2:46,Welfare Concern,Arrest,4040 S IH 35
1.8E+11,12/22/18 5:37,Assault,Report,1506 S IH 35
1.8E+11,12/22/18 5:47,Disturbance - Verbal,Warning,104 Ladybird Ln
1.8E+11,12/22/18 9:28,Accident - Major/Injury,Blue Form Issue,Hwy 80/Hwy 21
1.8E+11,12/22/18 12:46,Accident - Minor,Blue Form Issue,199 SB
1.8E+11,12/22/18 13:32,Accident - Minor,Blue Form Issue,Luciano Flores Blvd/Cape Rd
1.8E+11,12/22/18 14:04,Accident - Major/Injury,Arrest,1201 Hwy 80
1.8E+11,12/22/18 14:18,Accident - Major/Injury,Report,4007 S IH 35
1.8E+11,12/22/18 15:01,Accident - Minor,Blue Form Issue,700 Barnes Dr
1.8E+11,12/22/18 16:24,Accident - Hit and Run,Blue Form Issue,205 S C M Allen Pkwy
1.8E+11,12/22/18 17:10,Accident - Minor,Blue Form Issue,1000blk Hwy 80
1.8E+11,12/22/18 19:53,Disturbance - Verbal,Report,535 Rogers St
1.8E+11,12/22/18 20:11,Theft,Refer To COPR,1015 Hwy 80
1.8E+11,12/22/18 20:42,Accident - Minor,Blue Form Issue,5600blk S Ih 35
1.8E+11,12/22/18 20:52,Disturbance - Noise,Verbal Warning,3415 Hunter Rd
1.8E+11,12/22/18 22:09,Accident - Minor,Blue Form Issue,1900 Aquarena Springs Dr
1.8E+11,12/22/18 23:01,Assault - Aggravated,Arrest,2917 Hunter Rd
1.8E+11,12/22/18 23:18,Public Intoxication,Arrest,209 N Edward Gary St
1.8E+11,12/22/18 23:23,Attempt to Locate,Ref oth Agncy,201 SB
1.8E+11,12/22/18 23:59,Attempt to Locate,Verbal Warning,S Stagecoach Trl/Wonder World Dr
1.8E+11,12/23/18 0:26,Criminal Mischief,Report,1608 S IH 35
1.8E+11,12/23/18 0:36,Disturbance - Noise,Verbal Warning,1350 Sadler Dr
1.8E+11,12/23/18 1:04,Disturbance - Noise,Verbal Warning,224 Trestle Tree
1.8E+11,12/23/18 2:11,Wanted Person,Arrest,2917 Hunter Rd
1.8E+11,12/23/18 3:04,Attempt to Locate,Ref oth Agncy,200 SB
1.8E+11,12/23/18 10:57,Public Assist,Ref oth Agncy,2300 S IH 35
1.8E+11,12/23/18 12:01,Trespassing/Unwanted,Warning,1701 N IH 35
1.8E+11,12/23/18 12:47,Accident - Minor,Blue Form Issue,2315 S IH 35
1.8E+11,12/23/18 16:11,Theft,Citation Issued,700 Barnes Dr
1.8E+11,12/23/18 16:18,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/23/18 16:32,Accident - Minor,Report,204 SB
1.8E+11,12/23/18 17:36,Accident - Minor,Blue Form Issue,204 NB
1.8E+11,12/23/18 20:08,Disturbance - Noise,Verbal Warning,3415 Hunter Rd
1.8E+11,12/23/18 20:09,Attempt to Locate,Ref oth Agncy,202 SB
1.8E+11,12/23/18 21:12,Disturbance - Phys/Fight,Arrest,1004 N IH 35
1.8E+11,12/23/18 23:29,Burglary - Habitation,Report,1318 Sunflower Ln
1.8E+11,12/24/18 0:51,Disturbance - Noise,Verbal Warning,800 N LBJ Dr
1.8E+11,12/24/18 2:44,Disturbance - Noise,Citation Issued,800 N LBJ Dr
1.8E+11,12/24/18 2:49,Disturbance - Noise,Verbal Warning,1360 Thorpe Ln
1.8E+11,12/24/18 5:51,Assault,Arrest,1360 Thorpe Ln
1.8E+11,12/24/18 8:12,Accident - Major/Injury,Report,3700 S IH 35
1.8E+11,12/24/18 8:50,Assist EMS,Report,503 Uhland Rd
1.8E+11,12/24/18 10:08,Public Assist,Ref oth Agncy,2300 S IH 35
1.8E+11,12/24/18 10:16,Field Euthanasia,Ref oth Agncy,
1.8E+11,12/24/18 12:41,Attempt to Locate,Verbal Warning,200 NB
1.8E+11,12/24/18 13:21,Fraud,Report,2300 S IH 35
1.8E+11,12/24/18 15:28,Viol City Ordinance,Verbal Warning,101 Linda Dr
1.8E+11,12/24/18 16:17,Accident - Major/Injury,Report,200 SB
1.8E+11,12/24/18 16:53,Accident - Major/Injury,Report,2000blk S IH 35
1.8E+11,12/24/18 18:15,Burglary - Vehicle,Report,105 Wonder World Dr
1.8E+11,12/24/18 18:45,Trespassing/Unwanted,Warning,1200 Hwy 80
1.8E+11,12/24/18 19:36,Disturbance - Phys/Fight,Arrest,1301 Delmar St
1.8E+11,12/24/18 21:35,Attempt to Locate,Verbal Warning,4300blk S IH 35
1.8E+11,12/24/18 23:41,Disturbance - Noise,Verbal Warning,966 Bandera St
1.8E+11,12/24/18 23:51,Disturbance - Noise,Verbal Warning,345 Champions Blvd
1.8E+11,12/25/18 0:35,Disturbance - Noise,Cond Citation,1350 Sadler Dr
1.8E+11,12/25/18 0:49,Fireworks,Verbal Warning,128 Backhorn Ln
1.8E+11,12/25/18 1:39,Disturbance - Noise,Verbal Warning,108 Lockwood Dr
1.8E+11,12/25/18 4:35,Death Investigation,Report,500 Parker Dr
1.8E+11,12/25/18 5:17,Suicidal Person,Report,1354 Thorpe Ln
1.8E+11,12/25/18 7:32,Assist EMS,Report,345 Champions Blvd
1.8E+11,12/25/18 11:01,Burglary - Vehicle,Report,736 Clearview Cir
1.8E+11,12/25/18 11:25,Mental Health Transport,Ref oth Agncy,1301 Wonder World Dr
1.8E+11,12/25/18 11:52,Disturbance - Noise,Verbal Warning,Silver Peak Dr/Bandera St
1.8E+11,12/25/18 12:12,Suicidal Person,Report,1107 San Marcos Pkwy
1.8E+11,12/25/18 12:30,Attempt to Locate,Ref oth Agncy,201 SB
1.8E+11,12/25/18 14:04,Suspicious Person,Citation Issued,336 W Hopkins St
1.8E+11,12/25/18 16:39,Runaway,Ref oth Agncy,115 Texas Ave
1.8E+11,12/25/18 16:40,Assault,Report,301 Telluride St
1.8E+11,12/25/18 18:18,Disturbance - Noise,Verbal Warning,733 Harwood Dr
1.8E+11,12/25/18 19:52,Burglary - Habitation,Report,503 Uhland Rd
1.8E+11,12/25/18 20:09,Attempt to Locate,Ref oth Agncy,203 NB
1.8E+11,12/25/18 23:10,Disturbance - Phys/Fight,Arrest,1800 Post Rd
1.8E+11,12/26/18 0:38,Disturbance - Noise,Verbal Warning,1850 Aquarena Springs Dr
1.8E+11,12/26/18 8:19,Theft,Refer To COPR,2300 S IH 35
1.8E+11,12/26/18 9:30,Disturbance - Verbal,Arrest,1001 Hwy 80
1.8E+11,12/26/18 9:54,Theft,Refer To COPR,1699 N IH 35
1.8E+11,12/26/18 10:01,Accident - Hit and Run,Report,S Guadalupe St/Armstrong St
1.8E+11,12/26/18 11:43,Accident - Unknown,Report,1400 Old Ranch Road 12
1.8E+11,12/26/18 12:37,Accident - Unknown,Blue Form Issue,202 NB
1.8E+11,12/26/18 13:29,Burglary - Habitation,Report,1506 S IH 35
1.8E+11,12/26/18 13:57,Disturbance - Verbal,Arrest,109 Smith Ln
1.8E+11,12/26/18 14:51,Deliver Message,Ref oth Agncy,116 Ladybird Ln
1.8E+11,12/26/18 15:03,Theft,Ref oth Agncy,243 Wonder World Dr
1.8E+11,12/26/18 15:37,Accident - Unknown,Report,500blk Uhland Rd
1.8E+11,12/26/18 17:29,Accident - Unknown,Arrest,EXIT 200 SB
1.8E+11,12/26/18 18:12,Disturbance - Noise,Verbal Warning,705 River Rd
1.8E+11,12/26/18 18:20,Accident - Minor,Ref oth Agncy,210 NB
1.8E+11,12/26/18 18:34,Accident - Minor,Blue Form Issue,Hwy 80/Hwy 21
1.8E+11,12/26/18 19:07,Suspicious Vehicle,Citation Issued,910 Dartmouth Ave
1.8E+11,12/26/18 20:13,Death Investigation,Report,905 Indiana St
1.8E+11,12/26/18 20:23,Disturbance - Verbal,Report,1805 Aquarena Springs Dr
1.8E+11,12/26/18 20:51,Accident - Hit and Run,Blue Form Issue,4015 S IH 35
1.8E+11,12/26/18 22:14,Welfare Concern,Arrest,1301 Wonder World Dr
1.8E+11,12/27/18 7:18,Robbery - Agg,Multiple Arrest,811 S Guadalupe St
1.8E+11,12/27/18 7:19,Assault,Ref oth Agncy,518 S Guadalupe St
1.8E+11,12/27/18 8:56,Accident - Minor,Report,709 Jesse Trl
1.8E+11,12/27/18 10:45,Sexual Assault - Child,Report,1000 Blk Uhland Road
1.8E+11,12/27/18 12:07,Accident - Minor,Blue Form Issue,2440 S IH 35
1.8E+11,12/27/18 12:58,Criminal Mischief,Report,202 E San Antonio St
1.8E+11,12/27/18 14:41,Attempt to Locate,Ref oth Agncy,210 SB
1.8E+11,12/27/18 16:04,Accident - Unknown,Report,198 SB
1.8E+11,12/27/18 16:15,Accident - Minor,Blue Form Issue,933 Hwy 80
1.8E+11,12/27/18 16:33,Accident - Minor,Blue Form Issue,3946 S IH 35
1.8E+11,12/27/18 17:01,Accident - Minor,Blue Form Issue,1525 Aquarena Springs Dr
1.8E+11,12/27/18 17:16,Theft,Arrest,1015 Hwy 80
1.8E+11,12/27/18 17:42,Loitering,Arrest,N LBJ Dr/E Hopkins St
1.8E+11,12/27/18 18:21,Accident - Minor,Blue Form Issue,1005 N IH 35
1.8E+11,12/27/18 18:22,Burglary - Habitation,Arrest,503 River Rd
1.8E+11,12/27/18 18:56,Theft,Report,1103 Hwy 80
1.8E+11,12/27/18 22:18,Criminal Mischief,Report,216 N Guadalupe St
1.8E+11,12/28/18 1:32,Trespassing/Unwanted,Report,201 Telluride St
1.8E+11,12/28/18 2:08,Disturbance - Noise,Verbal Warning,1126 Gravel St
1.8E+11,12/28/18 4:43,Attempt to Locate,Ref oth Agncy,206 NB
1.8E+11,12/28/18 8:12,Burglary - Vehicle,Refer To COPR,162 Cazador Dr
1.8E+11,12/28/18 9:02,Trespassing/Unwanted,Arrest,338 S Guadalupe St
1.8E+11,12/28/18 10:05,Burglary - Vehicle,Refer To COPR,1207 Barbara Dr
1.8E+11,12/28/18 11:37,Disturbance - Phys/Fight,Arrest,1408 Harper Dr
1.8E+11,12/28/18 12:04,Mental Health Invest,Report,1348 Thorpe Ln
1.8E+11,12/28/18 12:52,Disturbance - Verbal,Report,520 Linda Dr
1.8E+11,12/28/18 13:03,Burglary - Vehicle,Refer To COPR,650 River Rd
1.8E+11,12/28/18 13:05,Attempt to Locate,Ref oth Agncy,210 E Access Rd
1.8E+11,12/28/18 13:34,Civil Standby,Arrest,1004 N IH 35
1.8E+11,12/28/18 13:37,Property - Lost/Found/Imp,Report,4210 S IH 35
1.8E+11,12/28/18 14:33,Accident - Minor,Report,Blanco St/Oscar Smith St
1.8E+11,12/28/18 15:53,Viol City Ordinance,Citation Issued,1000BLK Hwy 80
1.8E+11,12/28/18 17:47,Theft,Ref oth Agncy,215 Valero Dr
1.8E+11,12/28/18 22:07,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/29/18 0:08,Accident - Minor,Report,Industrial Fork/W Access Rd
1.8E+11,12/29/18 0:23,Investigation,Arrest,120 E San Antonio St
1.8E+11,12/29/18 1:50,Suspicious Vehicle,Citation Issued,900blk Sturgeon Dr
1.8E+11,12/29/18 3:49,Attempt to Locate,Arrest,202 SB
1.8E+11,12/29/18 10:22,Attempt to Locate,Verbal Warning,210 SB
1.8E+11,12/29/18 12:02,Attempt to Locate,Verbal Warning,199 NB
1.8E+11,12/29/18 12:32,Attempt to Locate,Ref oth Agncy,200 SB
1.8E+11,12/29/18 13:35,Attempt to Locate,Citation Issued,209 SB
1.8E+11,12/29/18 14:54,Accident - Hit and Run,Blue Form Issue,1210 S IH 35
1.8E+11,12/29/18 15:26,Viol City Ordinance,Verbal Warning,1015 Hwy 80
1.8E+11,12/29/18 15:26,Attempt to Locate,Ref oth Agncy,
1.8E+11,12/29/18 16:38,Disturbance - Verbal,Blue Form Issue,3939 S IH 35
1.8E+11,12/29/18 17:09,Trespassing/Unwanted,Arrest,1103 Hwy 80
1.8E+11,12/29/18 17:32,Theft,Arrest,1015 Hwy 80
1.8E+11,12/29/18 17:38,Accident - Minor,Blue Form Issue,200 W Hopkins St
1.8E+11,12/29/18 18:03,Trespassing/Unwanted,Arrest,641 E Hopkins St
1.8E+11,12/29/18 18:18,Accident - Hit and Run,Blue Form Issue,205 NB
1.8E+11,12/29/18 22:52,Disturbance - Verbal,Arrest,409 Patricia Dr
1.8E+11,12/30/18 2:30,Assist Outside Agency,Report,206 SB
1.8E+11,12/30/18 4:26,Disturbance - Noise,Verbal Warning,1150 E River Ridge Pkwy
1.8E+11,12/30/18 6:47,Accident - Unknown,Report,100blk Laurel Rdg
1.8E+11,12/30/18 11:12,Disturbance - Verbal,Report,1637 Post Rd
1.8E+11,12/30/18 14:03,Accident - Minor,Blue Form Issue,1655 Mill St
1.8E+11,12/30/18 14:20,Criminal Mischief,Refer To COPR,1303 S IH 35
1.8E+11,12/30/18 15:44,Accident - Major/Injury,Report,199 NB
1.8E+11,12/30/18 15:53,Assault,Arrest,617 Clyde Ct
1.8E+11,12/30/18 17:05,Assault,Report,3939 S IH 35
1.8E+11,12/30/18 18:20,Accident - Minor,Report,204 SB
1.8E+11,12/30/18 18:32,Accident - Minor,Blue Form Issue,Cheatham St/E Hopkins St
1.8E+11,12/30/18 21:57,Accident - Fleet,Arrest,1200 Hwy 80
1.8E+11,12/30/18 21:59,Attempt to Locate,Verbal Warning,209 N IH 35
1.8E+11,12/30/18 22:49,Burglary - Building,Report,289 Silver Peak Dr
1.8E+11,12/30/18 23:48,Accident - Minor,Report,Linda Dr/Bugg Ln
1.8E+11,12/31/18 1:17,Mental Health Invest,Report,345 Champions Blvd
1.8E+11,12/31/18 1:27,Theft,Arrest,1350 Leah Ave
1.8E+11,12/31/18 7:47,Accident - Minor,Report,170 Charles Austin Dr
1.8E+11,12/31/18 12:38,Theft,Refer To COPR,1437 N IH 35
1.8E+11,12/31/18 13:07,Accident - Minor,Report,730 E Hopkins St
1.8E+11,12/31/18 13:15,Accident - Hit and Run,Blue Form Issue,900 Barnes Dr
1.8E+11,12/31/18 13:22,Theft,Arrest,1015 Hwy 80
1.8E+11,12/31/18 13:46,Attempt to Locate,Ref oth Agncy,
1.8E+11,12/31/18 14:32,Property - Lost/Found/Imp,Report,500blk N Bishop St
1.8E+11,12/31/18 16:52,Trespassing/Unwanted,Citation Issued,3939 S IH 35
1.8E+11,12/31/18 17:38,Recovered Stolen Vehicle,Report,Cape Rd/River Rd
1.8E+11,12/31/18 17:57,Welfare Concern,Arrest,706 Barbara Dr
1.8E+11,12/31/18 18:10,Trespassing/Unwanted,Citation Issued,3939 S IH 35
1.8E+11,12/31/18 18:33,Accident - Minor,Report,W De Zavala Dr/Hwy 123
1.8E+11,12/31/18 19:10,Disturbance - Phys/Fight,Detention Juv,2250 Clovis Barker Rd
1.8E+11,12/31/18 20:02,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/31/18 20:49,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/31/18 22:22,Fireworks,Verbal Warning,402 Riverside Dr
1.8E+11,12/31/18 22:25,Disturbance - Verbal,Arrest,1321 N IH 35
1.8E+11,12/31/18 22:54,Fireworks,Verbal Warning,805 Bracewood Cir
1.8E+11,12/31/18 23:23,Fireworks,Verbal Warning,Furman Ave/Franklin Dr
